uri:ID,name,weight:float,year:int,imdb,:LABEL
http://www.wikidata.org/entity/Q171048,Toy Story,149.02664382038824,1995,tt0114709,Movie
http://www.wikidata.org/entity/Q222939,Jumanji,76.24618986159398,1995,tt0113497,Movie
http://www.wikidata.org/entity/Q782465,Grumpier Old Men,36.04365338911715,1995,tt0113228,Movie
http://www.wikidata.org/entity/Q736254,Waiting to Exhale,4.852030263919617,1995,tt0114885,Movie
http://www.wikidata.org/entity/Q1304560,Father of the Bride Part II,33.96421184743732,1995,tt0113041,Movie
http://www.wikidata.org/entity/Q42198,Heat,70.70101241711441,1995,tt0113277,Movie
http://www.wikidata.org/entity/Q900708,Sabrina,37.42994775023705,1995,tt0114319,Movie
http://www.wikidata.org/entity/Q1616185,Tom and Huck,5.545177444479562,1995,tt0112302,Movie
http://www.wikidata.org/entity/Q241309,Sudden Death,11.090354888959125,1995,tt0114576,Movie
http://www.wikidata.org/entity/Q19089,GoldenEye,91.49542783391277,1995,tt0113189,Movie
http://www.wikidata.org/entity/Q429311,The American President,48.52030263919617,1995,tt0112346,Movie
http://www.wikidata.org/entity/Q1254469,Dracula: Dead and Loving It,13.16979643063896,1995,tt0112896,Movie
http://www.wikidata.org/entity/Q764116,Balto,5.545177444479562,1995,tt0112453,Movie
http://www.wikidata.org/entity/Q839042,Nixon,12.476649250079015,1995,tt0113987,Movie
http://www.wikidata.org/entity/Q1051496,Cutthroat Island,9.010913347279288,1995,tt0112760,Movie
http://www.wikidata.org/entity/Q220910,Casino,56.83806880591551,1995,tt0112641,Movie
http://www.wikidata.org/entity/Q643263,Sense and Sensibility,46.44086109751633,1995,tt0114388,Movie
http://www.wikidata.org/entity/Q1137372,Four Rooms,13.862943611198906,1995,tt0113101,Movie
http://www.wikidata.org/entity/Q340127,Ace Ventura: When Nature Calls,60.99695188927519,1995,tt0112281,Movie
http://www.wikidata.org/entity/Q1163081,Money Train,10.39720770839918,1995,tt0113845,Movie
http://www.wikidata.org/entity/Q261923,Get Shorty,61.69009906983513,1995,tt0113161,Movie
http://www.wikidata.org/entity/Q498990,Copycat,24.95329850015803,1995,tt0112722,Movie
http://www.wikidata.org/entity/Q739498,Assassins,11.090354888959125,1995,tt0112401,Movie
http://www.wikidata.org/entity/Q1543837,Powder,19.408121055678468,1995,tt0114168,Movie
http://www.wikidata.org/entity/Q280918,Leaving Las Vegas,52.67918572255584,1995,tt0113627,Movie
http://www.wikidata.org/entity/Q2036869,Othello,9.010913347279288,1995,tt0114057,Movie
http://www.wikidata.org/entity/Q614966,Now and Then,6.238324625039508,1995,tt0114011,Movie
http://www.wikidata.org/entity/Q919025,Persuasion,7.6246189861593985,1995,tt0114117,Movie
http://www.wikidata.org/entity/Q749988,The City of Lost Children,26.33959286127792,1995,tt0112682,Movie
http://www.wikidata.org/entity/Q2276999,Shanghai Triad,2.0794415416798357,1995,tt0115012,Movie
http://www.wikidata.org/entity/Q579359,Dangerous Minds,26.33959286127792,1995,tt0112792,Movie
http://www.wikidata.org/entity/Q175038,Twelve Monkeys,122.68705095911031,1995,tt0114746,Movie
http://www.wikidata.org/entity/Q720724,Babe,88.722839111673,1995,tt0112431,Movie
http://www.wikidata.org/entity/Q587891,Dead Man Walking,46.44086109751633,1995,tt0112818,Movie
http://www.wikidata.org/entity/Q1308622,It Takes Two,2.772588722239781,1995,tt0113442,Movie
http://www.wikidata.org/entity/Q931165,Clueless,72.0873067782343,1995,tt0112697,Movie
http://www.wikidata.org/entity/Q2501468,Richard III,10.39720770839918,1995,tt0114279,Movie
http://www.wikidata.org/entity/Q1180839,Dead Presidents,4.852030263919617,1995,tt0112819,Movie
http://www.wikidata.org/entity/Q2093029,Restoration,5.545177444479562,1995,tt0114272,Movie
http://www.wikidata.org/entity/Q819196,Mortal Kombat,31.884770305757485,1995,tt0113855,Movie
http://www.wikidata.org/entity/Q590701,To Die For,22.18070977791825,1995,tt0114681,Movie
http://www.wikidata.org/entity/Q493799,How to Make an American Quilt,10.39720770839918,1995,tt0113347,Movie
http://www.wikidata.org/entity/Q190908,Seven,140.7088776536689,1995,tt0114369,Movie
http://www.wikidata.org/entity/Q218894,Pocahontas,47.13400827807628,1995,tt0114148,Movie
http://www.wikidata.org/entity/Q132351,The Usual Suspects,141.40202483422883,1995,tt0114814,Movie
http://www.wikidata.org/entity/Q1354109,Mighty Aphrodite,19.408121055678468,1995,tt0113819,Movie
http://www.wikidata.org/entity/Q753676,The Big Green,2.0794415416798357,1995,tt0112499,Movie
http://www.wikidata.org/entity/Q1395242,Home for the Holidays,5.545177444479562,1995,tt0113321,Movie
http://www.wikidata.org/entity/Q258647,The Postman,25.646445680717974,1994,tt0110877,Movie
http://www.wikidata.org/entity/Q1194561,The Indian in the Cupboard,23.56700413903814,1995,tt0113419,Movie
http://www.wikidata.org/entity/Q760229,Eye for an Eye,4.1588830833596715,1996,tt0116260,Movie
http://www.wikidata.org/entity/Q564893,Mr. Holland's Opus,55.451774444795625,1995,tt0113862,Movie
http://www.wikidata.org/entity/Q1619928,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,4.852030263919617,1996,tt0116126,Movie
http://www.wikidata.org/entity/Q1519553,Two if by Sea,3.4657359027997265,1996,tt0118002,Movie
http://www.wikidata.org/entity/Q2067539,Bio-Dome,21.487562597358306,1996,tt0115683,Movie
http://www.wikidata.org/entity/Q290811,Lawnmower Man 2: Beyond Cyberspace,6.238324625039508,1996,tt0116839,Movie
http://www.wikidata.org/entity/Q1306348,French Twist,3.4657359027997265,1995,tt0113149,Movie
http://www.wikidata.org/entity/Q673486,Friday,13.862943611198906,1995,tt0113118,Movie
http://www.wikidata.org/entity/Q196004,From Dusk Till Dawn,38.12309493079699,1996,tt0116367,Movie
http://www.wikidata.org/entity/Q120484,Fair Game,3.4657359027997265,1995,tt0113010,Movie
http://www.wikidata.org/entity/Q3196361,Kicking and Screaming,4.852030263919617,1995,tt0113537,Movie
http://www.wikidata.org/entity/Q1780602,Les Misérables,9.010913347279288,1995,tt0113828,Movie
http://www.wikidata.org/entity/Q502882,Bed of Roses,5.545177444479562,1996,tt0115644,Movie
http://www.wikidata.org/entity/Q4905397,Big Bully,3.4657359027997265,1996,tt0115676,Movie
http://www.wikidata.org/entity/Q555995,Screamers,10.39720770839918,1995,tt0114367,Movie
http://www.wikidata.org/entity/Q1141286,The Crossing Guard,2.0794415416798357,1995,tt0112744,Movie
http://www.wikidata.org/entity/Q1475275,The Juror,11.78350206951907,1996,tt0116731,Movie
http://www.wikidata.org/entity/Q1169589,Things to Do in Denver When You're Dead,9.704060527839234,1995,tt0114660,Movie
http://www.wikidata.org/entity/Q155089,Antonia's Line,5.545177444479562,1995,tt0112379,Movie
http://www.wikidata.org/entity/Q636222,Angels and Insects,4.852030263919617,1995,tt0112365,Movie
http://www.wikidata.org/entity/Q1756394,White Squall,10.39720770839918,1996,tt0118158,Movie
http://www.wikidata.org/entity/Q645480,Dunston Checks In,4.852030263919617,1996,tt0116151,Movie
http://www.wikidata.org/entity/Q880549,Black Sheep,11.090354888959125,1996,tt0115697,Movie
http://www.wikidata.org/entity/Q909394,Nick of Time,6.931471805599453,1995,tt0113972,Movie
http://www.wikidata.org/entity/Q953911,Mary Reilly,5.545177444479562,1996,tt0117002,Movie
http://www.wikidata.org/entity/Q1353837,Vampire in Brooklyn,6.238324625039508,1995,tt0114825,Movie
http://www.wikidata.org/entity/Q813451,Beautiful Girls,6.931471805599453,1996,tt0115639,Movie
